Name,State,County,School_district,Total,pop_spanish,pop_french,pop_slavic,pop_arabic,pop_chinese,pop_korean,pop_unspecified,Eng_only,Eng_only_per,Dual_language,Dual_language_per,Eng_limited_ability,Eng_limited_ability_per,object_id,TARGET_FID,Geographic_Identifier___FIPS_Code,Shape_Length,Shape_Area,pop_indo_european,pop_asian,sch_arabic,sch_chinese,sch_french,sch_indo_european,sch_korean,sch_other,sch_slavic,sch_spanish,sch_asian,sch_unspecified,largest_language,largest_value,largest_per,prop_spanish,prop_french,prop_indo_european,prop_slavic,prop_arabic,prop_chinese,prop_korean,prop_asian,prop_unspecified,most_school,most_value,prop_lower_language_nan,prop_lower_value_nan,prop_major_language_value
Census Tract 186,New York,Queens County,27,1738,51,191,0,0,0,0,0,1414,81.4,137,7.9,187,10.8,1631,73425,36081018600,229855.793157187,127692964.4395286,82,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,french,191,10.99,5.1,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,10.0,spanish,5.1,0.0
Census Tract 187,New York,Queens County,24,2887,720,47,147,20,135,34,0,914,31.7,1259,43.6,714,24.7,1632,73426,36081018700,51711.70369903236,63957213.76227921,846,24,0.0,3.0,0.0,0.0,0.0,0.0,2.0,43.0,0.0,0.0,indo_european,846,29.3,16.74,0.0,0.0,73.5,0.0,45.0,0.0,0.0,0.0,spanish,43.0,spanish,16.74,0.0
Census Tract 188,New York,Queens County,28,1269,168,0,0,0,40,0,0,1020,80.4,64,5.0,185,14.6,1633,73427,36081018800,46569.29888275661,40052825.632857285,41,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,spanish,168,13.24,24.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,24.0,24.0
Census Tract 189,New York,Queens County,24,2912,628,138,15,0,131,34,0,791,27.2,779,26.8,1342,46.1,1634,73428,36081018900,51711.70369903236,63957213.76227921,1083,92,0.0,3.0,0.0,0.0,0.0,0.0,2.0,43.0,0.0,0.0,indo_european,1083,37.19,14.6,0.0,0.0,7.5,0.0,43.67,0.0,0.0,0.0,spanish,43.0,slavic,7.5,0.0
Census Tract 190,New York,Queens County,28,2399,221,37,0,90,17,0,36,1934,80.6,188,7.8,277,11.5,1635,73429,36081019000,46569.29888275661,40052825.632857285,64,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,spanish,221,9.21,31.57,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,31.57,31.57
Census Tract 192,New York,Queens County,28,2050,197,108,0,5,0,0,29,1564,76.3,174,8.5,312,15.2,1636,73430,36081019200,46569.29888275661,40052825.632857285,147,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,spanish,197,9.61,28.14,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,28.14,28.14
Census Tract 194,New York,Queens County,28,2742,625,23,0,9,1,0,7,1745,63.6,394,14.4,603,22.0,1637,73431,36081019400,46569.29888275661,40052825.632857285,295,37,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,spanish,625,22.79,89.29,0.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,89.29,89.29
Census Tract 196,New York,Queens County,28,3274,188,127,0,0,26,0,46,2741,83.7,307,9.4,226,6.9,1638,73432,36081019600,46569.29888275661,40052825.632857285,146,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,spanish,188,5.74,26.86,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,26.86,26.86
Census Tract 198,New York,Queens County,28,2641,480,0,0,35,23,0,65,1552,58.8,273,10.3,816,30.9,1639,73433,36081019800,46569.29888275661,40052825.632857285,479,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,spanish,480,18.17,68.57,0.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,68.57,68.57
Census Tract 199.01,New York,Queens County,30,413,171,0,0,0,0,0,6,214,51.8,116,28.1,83,20.1,1640,73434,36081019901,61407.89850760665,51570339.18584464,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,171,41.4,5.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,5.34,5.34
Census Tract 199.02,New York,Queens County,30,116,0,0,0,0,0,0,0,116,100.0,0,0.0,0,0.0,1641,73435,36081019902,61407.89850760665,51570339.18584464,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,,,0.0
Census Tract 199.03,New York,Queens County,24,0,0,0,0,0,0,0,0,0,,0,,0,,1642,73436,36081019903,51711.70369903236,63957213.76227921,0,0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,43.0,0.0,0.0,spanish,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,43.0,,,0.0
Census Tract 202,New York,Queens County,28,1560,238,95,0,0,0,0,7,1077,69.0,360,23.1,123,7.9,1643,73437,36081020200,46569.29888275661,40052825.632857285,143,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,spanish,238,15.26,34.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,34.0,34.0
Census Tract 204,New York,Queens County,28,1916,618,56,0,0,87,32,12,948,49.5,349,18.2,619,32.3,1644,73438,36081020400,46569.29888275661,40052825.632857285,163,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,spanish,618,32.25,88.29,0.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,88.29,88.29
Census Tract 205,New York,Queens County,24,1315,762,0,0,0,0,0,31,298,22.7,527,40.1,490,37.3,1645,73439,36081020500,51711.70369903236,63957213.76227921,178,46,0.0,3.0,0.0,0.0,0.0,0.0,2.0,43.0,0.0,0.0,spanish,762,57.95,17.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,43.0,spanish,17.72,17.72
Census Tract 206,New York,Queens County,28,1378,662,46,0,0,20,0,13,413,30.0,434,31.5,531,38.5,1646,73440,36081020600,46569.29888275661,40052825.632857285,218,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,spanish,662,48.04,94.57,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,94.57,94.57
Census Tract 208,New York,Queens County,28,3694,1306,21,0,0,0,0,82,1617,43.8,1038,28.1,1039,28.1,1647,73441,36081020800,46569.29888275661,40052825.632857285,663,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,spanish,1306,35.35,186.57,0.0,663.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,186.57,186.57
Census Tract 212,New York,Queens County,28,2477,1298,0,0,53,0,0,0,820,33.1,525,21.2,1132,45.7,1648,73442,36081021200,46569.29888275661,40052825.632857285,294,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,spanish,1298,52.4,185.43,0.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,185.43,185.43
Census Tract 214,New York,Queens County,28,5218,1369,438,222,0,88,18,94,1556,29.8,1086,20.8,2576,49.4,1649,73443,36081021400,46569.29888275661,40052825.632857285,1310,123,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,spanish,1369,26.24,195.57,0.0,1310.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,195.57,195.57
Census Tract 216.01,New York,Queens County,28,2787,223,39,342,0,191,11,21,1513,54.3,840,30.1,434,15.6,1650,73444,36081021601,46569.29888275661,40052825.632857285,315,132,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,slavic,342,12.27,31.86,0.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,31.86,0.0
Census Tract 216.02,New York,Queens County,28,1276,922,0,40,78,0,0,20,144,11.3,459,36.0,673,52.7,1651,73445,36081021602,46569.29888275661,40052825.632857285,72,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,spanish,922,72.26,131.71,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,indo_european,72.0,131.71
Census Tract 216.03,New York,Queens County,28,0,0,0,0,0,0,0,0,0,,0,,0,,1652,73446,36081021603,46569.29888275661,40052825.632857285,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,spanish,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,,,0.0
Census Tract 219,New York,Queens County,24,0,0,0,0,0,0,0,0,0,,0,,0,,1653,73447,36081021900,51711.70369903236,63957213.76227921,0,0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,43.0,0.0,0.0,spanish,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,43.0,,,0.0
Census Tract 220.01,New York,Queens County,25,6218,1841,14,618,97,379,38,98,2492,40.1,2385,38.4,1341,21.6,1654,73448,36081022001,70957.21093195926,71939353.30816911,332,309,0.0,17.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,spanish,1841,29.61,184.1,0.0,0.0,0.0,0.0,22.29,38.0,0.0,0.0,chinese,17.0,chinese,22.29,184.1
Census Tract 220.02,New York,Queens County,28,6211,728,314,948,71,455,204,90,2731,44.0,1650,26.6,1830,29.5,1655,73449,36081022002,46569.29888275661,40052825.632857285,462,208,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,slavic,948,15.26,104.0,0.0,462.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,104.0,0.0
Census Tract 229,New York,Queens County,30,0,0,0,0,0,0,0,0,0,,0,,0,,1656,73450,36081022900,61407.89850760665,51570339.18584464,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,,,0.0
Census Tract 230,New York,Queens County,28,1698,183,20,122,76,106,0,16,451,26.6,633,37.3,614,36.2,1657,73451,36081023000,46569.29888275661,40052825.632857285,639,85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,indo_european,639,37.63,26.14,0.0,639.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,26.14,639.0
Census Tract 232,New York,Queens County,28,4820,862,5,326,0,203,192,18,2024,42.0,1267,26.3,1529,31.7,1658,73452,36081023200,46569.29888275661,40052825.632857285,662,528,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,spanish,862,17.88,123.14,0.0,662.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,123.14,123.14
Census Tract 235.01,New York,Queens County,24,3736,1774,0,87,28,338,56,0,621,16.6,1263,33.8,1852,49.6,1659,73453,36081023501,51711.70369903236,63957213.76227921,548,284,0.0,3.0,0.0,0.0,0.0,0.0,2.0,43.0,0.0,0.0,spanish,1774,47.48,41.26,0.0,0.0,43.5,0.0,112.67,0.0,0.0,0.0,spanish,43.0,spanish,41.26,41.26
Census Tract 235.02,New York,Queens County,24,2619,1436,0,24,10,0,27,18,697,26.6,712,27.2,1210,46.2,1660,73454,36081023502,51711.70369903236,63957213.76227921,318,89,0.0,3.0,0.0,0.0,0.0,0.0,2.0,43.0,0.0,0.0,spanish,1436,54.83,33.4,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,spanish,43.0,slavic,12.0,33.4
Census Tract 236,New York,Queens County,28,3257,968,34,0,93,113,0,105,798,24.5,1187,36.4,1272,39.1,1661,73455,36081023600,46569.29888275661,40052825.632857285,972,174,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,indo_european,972,29.84,138.29,0.0,972.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,138.29,972.0
Census Tract 238,New York,Queens County,28,4431,2364,26,0,25,0,0,18,644,14.5,1165,26.3,2622,59.2,1662,73456,36081023800,46569.29888275661,40052825.632857285,1354,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,spanish,2364,53.35,337.71,0.0,1354.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,337.71,337.71
Census Tract 240,New York,Queens County,28,6711,3433,177,24,0,77,0,0,1573,23.4,1769,26.4,3369,50.2,1663,73457,36081024000,46569.29888275661,40052825.632857285,1337,90,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,spanish,3433,51.15,490.43,0.0,1337.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,490.43,490.43
Census Tract 243,New York,Queens County,24,5016,2327,0,111,0,513,210,0,1164,23.2,1700,33.9,2152,42.9,1664,73458,36081024300,51711.70369903236,63957213.76227921,412,279,0.0,3.0,0.0,0.0,0.0,0.0,2.0,43.0,0.0,0.0,spanish,2327,46.39,54.12,0.0,0.0,55.5,0.0,171.0,0.0,0.0,0.0,spanish,43.0,spanish,54.12,54.12
Census Tract 245,New York,Queens County,30,4600,855,21,479,131,294,138,18,1816,39.5,1487,32.3,1297,28.2,1665,73459,36081024500,61407.89850760665,51570339.18584464,551,297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,855,18.59,26.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,26.72,26.72
Census Tract 246,New York,Queens County,28,0,0,0,0,0,0,0,0,0,,0,,0,,1666,73460,36081024600,46569.29888275661,40052825.632857285,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,spanish,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,,,0.0
Census Tract 247,New York,Queens County,24,1405,229,0,30,13,329,76,14,301,21.4,527,37.5,577,41.1,1667,73461,36081024700,51711.70369903236,63957213.76227921,250,163,0.0,3.0,0.0,0.0,0.0,0.0,2.0,43.0,0.0,0.0,chinese,329,23.42,5.33,0.0,0.0,15.0,0.0,109.67,0.0,0.0,0.0,spanish,43.0,spanish,5.33,109.67
Census Tract 249,New York,Queens County,30,5098,1450,10,392,0,196,293,15,1124,22.0,1682,33.0,2292,45.0,1668,73462,36081024900,61407.89850760665,51570339.18584464,772,846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,1450,28.44,45.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,45.31,45.31
Census Tract 251,New York,Queens County,30,5646,2155,61,0,0,228,139,0,2063,36.5,1656,29.3,1927,34.1,1669,73463,36081025100,61407.89850760665,51570339.18584464,388,612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,2155,38.17,67.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,67.34,67.34
Census Tract 253.01,New York,Queens County,30,3699,1311,26,0,0,140,7,0,1155,31.2,1248,33.7,1296,35.0,1670,73464,36081025301,61407.89850760665,51570339.18584464,688,372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,1311,35.44,40.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,40.97,40.97
Census Tract 253.02,New York,Queens County,30,2914,1221,0,47,0,34,37,80,992,34.0,772,26.5,1150,39.5,1671,73465,36081025302,61407.89850760665,51570339.18584464,87,416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,1221,41.9,38.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,38.16,38.16
Census Tract 254.01,New York,Queens County,28,3925,201,198,0,0,0,0,211,2476,63.1,444,11.3,1005,25.6,1672,73466,36081025401,46569.29888275661,40052825.632857285,839,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,indo_european,839,21.38,28.71,0.0,839.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,28.71,839.0
Census Tract 254.02,New York,Queens County,29,5157,900,219,0,0,105,33,0,3096,60.0,663,12.9,1398,27.1,1673,73467,36081025402,54351.56830631529,67973006.14043416,804,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,spanish,900,17.45,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,3.0,spanish,300.0,300.0
Census Tract 255,New York,Queens County,30,1579,354,0,8,0,107,22,0,599,37.9,435,27.5,545,34.5,1674,73468,36081025500,61407.89850760665,51570339.18584464,291,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,354,22.42,11.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,11.06,11.06
Census Tract 257,New York,Queens County,30,1377,301,0,27,0,78,39,0,479,34.8,413,30.0,485,35.2,1675,73469,36081025700,61407.89850760665,51570339.18584464,367,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,indo_european,367,26.65,9.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,9.41,0.0
Census Tract 258,New York,Queens County,29,2438,148,38,0,0,0,0,205,1453,59.6,170,7.0,815,33.4,1676,73470,36081025800,54351.56830631529,67973006.14043416,594,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,indo_european,594,24.36,49.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,3.0,spanish,49.33,0.0
Census Tract 259,New York,Queens County,30,3070,1306,10,30,21,258,86,0,632,20.6,886,28.9,1552,50.6,1677,73471,36081025900,61407.89850760665,51570339.18584464,384,343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,1306,42.54,40.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,40.81,40.81
Census Tract 260,New York,Queens County,28,2620,116,108,0,7,45,0,61,1957,74.7,177,6.8,486,18.5,1678,73472,36081026000,46569.29888275661,40052825.632857285,289,37,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,indo_european,289,11.03,16.57,0.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,16.57,289.0
Census Tract 261,New York,Queens County,30,7081,2833,3,0,23,213,0,0,1108,15.6,2470,34.9,3503,49.5,1679,73473,36081026100,61407.89850760665,51570339.18584464,2144,757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,2833,40.01,88.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,88.53,88.53
Census Tract 262,New York,Queens County,28,1512,170,52,0,0,0,0,49,974,64.4,195,12.9,343,22.7,1680,73474,36081026200,46569.29888275661,40052825.632857285,267,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,indo_european,267,17.66,24.29,0.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,24.29,267.0
Census Tract 263,New York,Queens County,30,4659,882,55,31,0,385,47,0,849,18.2,1937,41.6,1873,40.2,1681,73475,36081026300,61407.89850760665,51570339.18584464,966,1444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,asian,1444,30.99,27.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,27.56,0.0
Census Tract 264,New York,Queens County,29,2403,401,57,0,0,0,0,20,1767,73.5,279,11.6,357,14.9,1682,73476,36081026400,54351.56830631529,67973006.14043416,109,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,spanish,401,16.69,133.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,3.0,spanish,133.67,133.67
Census Tract 265.01,New York,Queens County,30,2799,675,0,84,0,240,54,50,642,22.9,1093,39.0,1064,38.0,1683,73477,36081026501,61407.89850760665,51570339.18584464,941,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,indo_european,941,33.62,21.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,21.09,0.0
Census Tract 265.02,New York,Queens County,30,1340,733,8,18,0,104,0,0,163,12.2,445,33.2,732,54.6,1684,73478,36081026502,61407.89850760665,51570339.18584464,116,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,733,54.7,22.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,22.91,22.91
Census Tract 266,New York,Queens County,29,1873,162,17,0,0,129,13,0,1447,77.3,151,8.1,275,14.7,1685,73479,36081026600,54351.56830631529,67973006.14043416,99,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,spanish,162,8.65,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,3.0,spanish,54.0,54.0
Census Tract 267,New York,Queens County,30,4826,1898,69,19,0,290,59,0,717,14.9,1876,38.9,2233,46.3,1686,73480,36081026700,61407.89850760665,51570339.18584464,896,878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,1898,39.33,59.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,59.31,59.31
Census Tract 269.01,New York,Queens County,30,4448,2512,0,16,17,181,15,0,624,14.0,1540,34.6,2284,51.3,1687,73481,36081026901,61407.89850760665,51570339.18584464,799,284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,2512,56.47,78.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,78.5,78.5
Census Tract 269.02,New York,Queens County,24,3974,1455,24,0,0,441,0,11,792,19.9,1442,36.3,1740,43.8,1688,73482,36081026902,51711.70369903236,63957213.76227921,642,609,0.0,3.0,0.0,0.0,0.0,0.0,2.0,43.0,0.0,0.0,spanish,1455,36.61,33.84,0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,spanish,43.0,spanish,33.84,33.84
Census Tract 270,New York,Queens County,28,2011,603,82,0,0,0,0,2,1106,55.0,529,26.3,376,18.7,1689,73483,36081027000,46569.29888275661,40052825.632857285,218,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,spanish,603,29.99,86.14,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,86.14,86.14
Census Tract 271.01,New York,Queens County,24,5000,2081,0,0,0,440,24,11,651,13.0,2161,43.2,2188,43.8,1690,73484,36081027101,51711.70369903236,63957213.76227921,1165,628,0.0,3.0,0.0,0.0,0.0,0.0,2.0,43.0,0.0,0.0,spanish,2081,41.62,48.4,0.0,0.0,0.0,0.0,146.67,0.0,0.0,0.0,spanish,43.0,spanish,48.4,48.4
Census Tract 271.02,New York,Queens County,24,2505,1947,25,137,0,157,0,0,120,4.8,1075,42.9,1310,52.3,1691,73485,36081027102,51711.70369903236,63957213.76227921,111,8,0.0,3.0,0.0,0.0,0.0,0.0,2.0,43.0,0.0,0.0,spanish,1947,77.72,45.28,0.0,0.0,68.5,0.0,52.33,0.0,0.0,0.0,spanish,43.0,spanish,45.28,45.28
Census Tract 272,New York,Queens County,28,1769,216,0,0,0,0,0,16,1433,81.0,172,9.7,164,9.3,1692,73486,36081027200,46569.29888275661,40052825.632857285,104,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,spanish,216,12.21,30.86,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,30.86,30.86
Census Tract 273.01,New York,Queens County,30,2753,1975,0,0,0,345,0,0,254,9.2,711,25.8,1788,64.9,1693,73487,36081027301,61407.89850760665,51570339.18584464,124,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,1975,71.74,61.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,61.72,61.72
Census Tract 273.02,New York,Queens County,30,3605,2343,7,20,0,117,85,20,605,16.8,806,22.4,2194,60.9,1694,73488,36081027302,61407.89850760665,51570339.18584464,308,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,2343,64.99,73.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,73.22,73.22
Census Tract 274,New York,Queens County,28,2033,373,123,0,0,0,0,0,1488,73.2,337,16.6,208,10.2,1695,73489,36081027400,46569.29888275661,40052825.632857285,49,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,spanish,373,18.35,53.29,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,indo_european,49.0,53.29
Census Tract 275,New York,Queens County,30,6627,3792,0,233,0,430,0,64,997,15.0,2011,30.3,3619,54.6,1696,73490,36081027500,61407.89850760665,51570339.18584464,945,166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,3792,57.22,118.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,118.5,118.5
Census Tract 276,New York,Queens County,28,1385,442,0,0,0,0,0,0,907,65.5,118,8.5,360,26.0,1697,73491,36081027600,46569.29888275661,40052825.632857285,36,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,spanish,442,31.91,63.14,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,indo_european,36.0,63.14
Census Tract 277.01,New York,Queens County,30,3691,2805,18,17,0,284,0,0,473,12.8,1746,47.3,1472,39.9,1698,73492,36081027701,61407.89850760665,51570339.18584464,68,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,2805,76.0,87.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,87.66,87.66
Census Tract 277.02,New York,Queens County,30,3229,1699,38,80,0,227,0,0,824,25.5,1265,39.2,1140,35.3,1699,73493,36081027702,61407.89850760665,51570339.18584464,283,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,1699,52.62,53.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,53.09,53.09
Census Tract 278,New York,Queens County,28,2419,355,42,0,0,0,0,0,2016,83.3,253,10.5,150,6.2,1700,73494,36081027800,46569.29888275661,40052825.632857285,0,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,spanish,355,14.68,50.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,50.71,50.71
Census Tract 279,New York,Queens County,30,8049,6132,21,27,0,132,0,0,1480,18.4,1980,24.6,4589,57.0,1701,73495,36081027900,61407.89850760665,51570339.18584464,82,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,6132,76.18,191.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,191.62,191.62
