Name,State,County,School_district,Total,pop_spanish,pop_french,pop_slavic,pop_arabic,pop_chinese,pop_korean,pop_unspecified,Eng_only,Eng_only_per,Dual_language,Dual_language_per,Eng_limited_ability,Eng_limited_ability_per,object_id,TARGET_FID,Geographic_Identifier___FIPS_Code,Shape_Length,Shape_Area,pop_indo_european,pop_asian,sch_arabic,sch_chinese,sch_french,sch_indo_european,sch_korean,sch_other,sch_slavic,sch_spanish,sch_asian,sch_unspecified,largest_language,largest_value,largest_per,prop_spanish,prop_french,prop_indo_european,prop_slavic,prop_arabic,prop_chinese,prop_korean,prop_asian,prop_unspecified,most_school,most_value,prop_lower_language_nan,prop_lower_value_nan,prop_major_language_value
Census Tract 280,New York,Queens County,29,1549,216,36,0,0,0,0,7,1175,75.9,157,10.1,217,14.0,1702,73496,36081028000,54351.56830631529,67973006.14043416,94,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,spanish,216,13.94,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,3.0,spanish,72.0,72.0
Census Tract 281,New York,Queens County,30,5932,3008,0,100,0,104,215,0,1765,29.8,1943,32.8,2224,37.5,1703,73497,36081028100,61407.89850760665,51570339.18584464,558,182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,3008,50.71,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,94.0,94.0
Census Tract 282,New York,Queens County,29,1785,182,183,0,19,80,0,0,1270,71.1,197,11.0,318,17.8,1704,73498,36081028200,54351.56830631529,67973006.14043416,51,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,french,183,10.25,60.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,3.0,spanish,60.67,0.0
Census Tract 283,New York,Queens County,30,7062,3244,44,256,346,43,68,26,2339,33.1,2391,33.9,2332,33.0,1705,73499,36081028300,61407.89850760665,51570339.18584464,647,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,3244,45.94,101.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,101.38,101.38
Census Tract 284,New York,Queens County,28,3458,259,145,0,0,0,0,107,2932,84.8,388,11.2,138,4.0,1706,73500,36081028400,46569.29888275661,40052825.632857285,15,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,spanish,259,7.49,37.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,indo_european,15.0,37.0
Census Tract 285,New York,Queens County,30,5042,1881,59,714,0,286,0,0,1891,37.5,1824,36.2,1327,26.3,1707,73501,36081028500,61407.89850760665,51570339.18584464,180,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,1881,37.31,58.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,58.78,58.78
Census Tract 287,New York,Queens County,30,6505,2584,29,496,16,95,82,22,1819,28.0,2095,32.2,2591,39.8,1708,73502,36081028700,61407.89850760665,51570339.18584464,1098,264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,2584,39.72,80.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,80.75,80.75
Census Tract 288.01,New York,Queens County,27,2463,206,10,0,0,1,0,115,2096,85.1,232,9.4,135,5.5,1709,73503,36081028801,229855.793157187,127692964.4395286,14,21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,spanish,206,8.36,20.6,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,10.0,indo_european,14.0,20.6
Census Tract 288.02,New York,Queens County,28,1990,314,219,0,0,0,0,67,1267,63.7,401,20.2,322,16.2,1710,73504,36081028802,46569.29888275661,40052825.632857285,123,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,spanish,314,15.78,44.86,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,44.86,44.86
Census Tract 288.03,New York,Queens County,28,0,0,0,0,0,0,0,0,0,,0,,0,,1711,73505,36081028803,46569.29888275661,40052825.632857285,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,spanish,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,,,0.0
Census Tract 289,New York,Queens County,30,4242,842,66,619,0,148,200,268,1075,25.3,1801,42.5,1366,32.2,1712,73506,36081028900,61407.89850760665,51570339.18584464,758,266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,842,19.85,26.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,26.31,26.31
Census Tract 291,New York,Queens County,30,6367,1330,0,198,25,342,37,0,1396,21.9,2398,37.7,2573,40.4,1713,73507,36081029100,61407.89850760665,51570339.18584464,2378,661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,indo_european,2378,37.35,41.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,41.56,0.0
Census Tract 293,New York,Queens County,30,959,170,0,19,14,126,45,15,186,19.4,305,31.8,468,48.8,1714,73508,36081029300,61407.89850760665,51570339.18584464,123,261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,asian,261,27.22,5.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,5.31,0.0
Census Tract 294,New York,Queens County,29,7537,834,230,0,0,0,0,361,6112,81.1,846,11.2,579,7.7,1715,73509,36081029400,54351.56830631529,67973006.14043416,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,spanish,834,11.07,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,3.0,spanish,278.0,278.0
Census Tract 295,New York,Queens County,30,3395,448,27,330,26,264,0,10,1221,36.0,1253,36.9,921,27.1,1716,73510,36081029500,61407.89850760665,51570339.18584464,582,487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,indo_european,582,17.14,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,14.0,0.0
Census Tract 297,New York,Queens County,30,2293,785,0,71,0,100,0,0,678,29.6,971,42.3,644,28.1,1717,73511,36081029700,61407.89850760665,51570339.18584464,468,191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,785,34.23,24.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,24.53,24.53
Census Tract 299,New York,Queens County,30,0,0,0,0,0,0,0,0,0,,0,,0,,1718,73512,36081029900,61407.89850760665,51570339.18584464,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,,,0.0
Census Tract 306,New York,Queens County,29,4898,517,114,0,0,12,0,217,3574,73.0,855,17.5,469,9.6,1719,73513,36081030600,54351.56830631529,67973006.14043416,464,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,spanish,517,10.56,172.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,3.0,spanish,172.33,172.33
Census Tract 309.03,New York,Queens County,30,4132,1273,0,0,64,465,0,18,1173,28.4,1554,37.6,1405,34.0,1720,73514,36081030903,61407.89850760665,51570339.18584464,675,464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,1273,30.81,39.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,39.78,39.78
Census Tract 309.04,New York,Queens County,30,2544,1179,0,32,0,164,20,0,349,13.7,1126,44.3,1069,42.0,1721,73515,36081030904,61407.89850760665,51570339.18584464,702,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,1179,46.34,36.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,36.84,36.84
Census Tract 309.05,New York,Queens County,30,3436,1446,0,0,88,341,0,0,868,25.3,1263,36.8,1305,38.0,1722,73516,36081030905,61407.89850760665,51570339.18584464,511,182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,1446,42.08,45.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,45.19,45.19
Census Tract 309.06,New York,Queens County,30,3513,1191,0,52,39,222,0,0,581,16.5,1240,35.3,1692,48.2,1723,73517,36081030906,61407.89850760665,51570339.18584464,1250,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,indo_european,1250,35.58,37.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,37.22,0.0
Census Tract 317,New York,Queens County,30,5403,517,0,348,550,56,23,36,2452,45.4,1947,36.0,1004,18.6,1724,73518,36081031700,61407.89850760665,51570339.18584464,1409,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,indo_european,1409,26.08,16.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,16.16,0.0
Census Tract 320,New York,Queens County,29,5101,621,123,16,0,0,0,123,4218,82.7,487,9.5,396,7.8,1725,73519,36081032000,54351.56830631529,67973006.14043416,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,spanish,621,12.17,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,3.0,spanish,207.0,207.0
Census Tract 327,New York,Queens County,30,3560,2242,9,0,50,187,8,0,498,14.0,1424,40.0,1638,46.0,1726,73520,36081032700,61407.89850760665,51570339.18584464,408,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,2242,62.98,70.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,70.06,70.06
Census Tract 328,New York,Queens County,29,2948,209,136,0,0,0,0,139,2464,83.6,359,12.2,125,4.2,1727,73521,36081032800,54351.56830631529,67973006.14043416,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,spanish,209,7.09,69.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,3.0,spanish,69.67,69.67
Census Tract 329,New York,Queens County,30,3517,1489,0,0,0,108,87,14,1368,38.9,1046,29.7,1103,31.4,1728,73522,36081032900,61407.89850760665,51570339.18584464,380,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,1489,42.34,46.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,46.53,46.53
Census Tract 330,New York,Queens County,29,6358,370,395,0,69,0,0,54,5304,83.4,629,9.9,425,6.7,1729,73523,36081033000,54351.56830631529,67973006.14043416,166,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,french,395,6.21,123.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,3.0,spanish,123.33,0.0
Census Tract 331,New York,Queens County,30,0,0,0,0,0,0,0,0,0,,0,,0,,1730,73524,36081033100,61407.89850760665,51570339.18584464,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,,,0.0
Census Tract 334.01,New York,Queens County,29,3866,191,226,0,0,0,0,12,3437,88.9,177,4.6,252,6.5,1731,73525,36081033401,54351.56830631529,67973006.14043416,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,french,226,5.85,63.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,3.0,spanish,63.67,0.0
Census Tract 334.03,New York,Queens County,28,4086,70,402,0,0,23,0,145,3345,81.9,463,11.3,278,6.8,1732,73526,36081033403,46569.29888275661,40052825.632857285,101,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,french,402,9.84,10.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,10.0,0.0
Census Tract 334.04,New York,Queens County,28,6204,114,378,0,0,0,90,51,5485,88.4,408,6.6,311,5.0,1733,73527,36081033404,46569.29888275661,40052825.632857285,0,86,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,french,378,6.09,16.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,16.29,0.0
Census Tract 334.05,New York,Queens County,29,3082,118,627,0,0,0,0,0,2337,75.8,484,15.7,261,8.5,1734,73528,36081033405,54351.56830631529,67973006.14043416,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,french,627,20.34,39.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,3.0,spanish,39.33,0.0
Census Tract 337,New York,Queens County,30,2697,1548,0,9,0,516,0,0,516,19.1,1081,40.1,1100,40.8,1735,73529,36081033700,61407.89850760665,51570339.18584464,40,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,1548,57.4,48.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,48.38,48.38
Census Tract 339,New York,Queens County,30,2842,1332,0,13,0,71,0,0,1163,40.9,1026,36.1,653,23.0,1736,73530,36081033900,61407.89850760665,51570339.18584464,229,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,1332,46.87,41.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,41.62,41.62
Census Tract 347,New York,Queens County,30,3636,2343,18,0,173,110,8,19,596,16.4,1513,41.6,1527,42.0,1737,73531,36081034700,61407.89850760665,51570339.18584464,292,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,2343,64.44,73.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,73.22,73.22
Census Tract 351,New York,Queens County,30,3520,2252,61,77,0,158,0,0,591,16.8,1420,40.3,1509,42.9,1738,73532,36081035100,61407.89850760665,51570339.18584464,282,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,2252,63.98,70.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,70.38,70.38
Census Tract 352,New York,Queens County,29,2713,232,37,0,0,15,0,90,2301,84.8,262,9.7,150,5.5,1739,73533,36081035200,54351.56830631529,67973006.14043416,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,spanish,232,8.55,77.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,3.0,spanish,77.33,77.33
Census Tract 353,New York,Queens County,30,1942,1381,88,0,0,6,0,0,247,12.7,583,30.0,1112,57.3,1740,73534,36081035300,61407.89850760665,51570339.18584464,167,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,1381,71.11,43.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,43.16,43.16
Census Tract 357,New York,Queens County,30,4266,1721,179,6,7,157,0,12,1710,40.1,1200,28.1,1356,31.8,1741,73535,36081035700,61407.89850760665,51570339.18584464,464,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,1721,40.34,53.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,53.78,53.78
Census Tract 358,New York,Queens County,29,4090,131,462,0,0,0,0,136,3304,80.8,380,9.3,406,9.9,1742,73536,36081035800,54351.56830631529,67973006.14043416,13,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,french,462,11.3,43.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,3.0,spanish,43.67,0.0
Census Tract 361,New York,Queens County,30,2239,1186,213,0,0,102,0,97,601,26.8,835,37.3,803,35.9,1743,73537,36081036100,61407.89850760665,51570339.18584464,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,1186,52.97,37.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,37.06,37.06
Census Tract 363,New York,Queens County,30,2071,1366,40,0,49,116,0,0,458,22.1,654,31.6,959,46.3,1744,73538,36081036300,61407.89850760665,51570339.18584464,29,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,1366,65.96,42.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,42.69,42.69
Census Tract 365,New York,Queens County,30,2727,1817,11,0,0,228,0,0,615,22.6,815,29.9,1297,47.6,1745,73539,36081036500,61407.89850760665,51570339.18584464,44,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,1817,66.63,56.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,56.78,56.78
Census Tract 366,New York,Queens County,29,2962,204,141,0,0,0,0,21,2596,87.6,167,5.6,199,6.7,1746,73540,36081036600,54351.56830631529,67973006.14043416,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,spanish,204,6.89,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,3.0,spanish,68.0,68.0
Census Tract 367,New York,Queens County,30,2346,1188,21,16,35,159,10,0,716,30.5,696,29.7,934,39.8,1747,73541,36081036700,61407.89850760665,51570339.18584464,160,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,1188,50.64,37.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,37.12,37.12
Census Tract 368,New York,Queens County,29,2704,85,114,0,0,1,0,44,2460,91.0,131,4.8,113,4.2,1748,73542,36081036800,54351.56830631529,67973006.14043416,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,french,114,4.22,28.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,3.0,spanish,28.33,0.0
Census Tract 371,New York,Queens County,30,1483,663,48,0,6,0,0,20,699,47.1,474,32.0,310,20.9,1749,73543,36081037100,61407.89850760665,51570339.18584464,6,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,663,44.71,20.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,20.72,20.72
Census Tract 373,New York,Queens County,30,2244,1590,22,0,0,82,0,0,388,17.3,848,37.8,1008,44.9,1750,73544,36081037300,61407.89850760665,51570339.18584464,155,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,1590,70.86,49.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,49.69,49.69
Census Tract 375.01,New York,Queens County,24,1504,1230,0,0,0,68,0,0,169,11.2,533,35.4,802,53.3,1751,73545,36081037501,51711.70369903236,63957213.76227921,0,37,0.0,3.0,0.0,0.0,0.0,0.0,2.0,43.0,0.0,0.0,spanish,1230,81.78,28.6,0.0,0.0,0.0,0.0,22.67,0.0,0.0,0.0,spanish,43.0,chinese,22.67,28.6
Census Tract 375.02,New York,Queens County,30,2485,1886,13,0,0,22,7,145,396,15.9,890,35.8,1199,48.2,1752,73546,36081037502,61407.89850760665,51570339.18584464,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,1886,75.9,58.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,58.94,58.94
Census Tract 376,New York,Queens County,29,6406,388,328,0,0,0,0,151,5539,86.5,572,8.9,295,4.6,1753,73547,36081037600,54351.56830631529,67973006.14043416,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,spanish,388,6.06,129.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,3.0,spanish,129.33,129.33
Census Tract 377,New York,Queens County,30,3645,3097,0,1,0,130,0,0,410,11.2,1100,30.2,2135,58.6,1754,73548,36081037700,61407.89850760665,51570339.18584464,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,3097,84.97,96.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,96.78,96.78
Census Tract 379,New York,Queens County,30,5629,4613,0,47,0,410,0,0,522,9.3,1688,30.0,3419,60.7,1755,73549,36081037900,61407.89850760665,51570339.18584464,37,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,4613,81.95,144.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,144.16,144.16
Census Tract 381,New York,Queens County,25,7000,4557,156,0,51,262,0,171,1504,21.5,2216,31.7,3280,46.9,1756,73550,36081038100,70957.21093195926,71939353.30816911,275,24,0.0,17.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,spanish,4557,65.1,455.7,0.0,0.0,0.0,0.0,15.41,0.0,0.0,0.0,chinese,17.0,chinese,15.41,455.7
Census Tract 383.01,New York,Queens County,25,0,0,0,0,0,0,0,0,0,,0,,0,,1757,73551,36081038301,70957.21093195926,71939353.30816911,0,0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,spanish,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,chinese,17.0,,,0.0
Census Tract 383.02,New York,Queens County,30,0,0,0,0,0,0,0,0,0,,0,,0,,1758,73552,36081038302,61407.89850760665,51570339.18584464,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,,,0.0
Census Tract 384,New York,Queens County,29,2616,69,198,0,0,0,0,32,2317,88.6,214,8.2,85,3.2,1759,73553,36081038400,54351.56830631529,67973006.14043416,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,french,198,7.57,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,3.0,spanish,23.0,0.0
Census Tract 394,New York,Queens County,29,3017,217,251,0,76,0,0,39,2421,80.2,352,11.7,244,8.1,1760,73554,36081039400,54351.56830631529,67973006.14043416,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,french,251,8.32,72.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,3.0,spanish,72.33,0.0
Census Tract 398,New York,Queens County,29,1482,77,24,6,0,0,0,112,1263,85.2,203,13.7,16,1.1,1761,73555,36081039800,54351.56830631529,67973006.14043416,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,unspecified,112,7.56,25.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,3.0,spanish,25.67,0.0
Census Tract 399.01,New York,Queens County,25,2062,1644,0,0,0,187,0,0,159,7.7,752,36.5,1151,55.8,1762,73556,36081039901,70957.21093195926,71939353.30816911,62,10,0.0,17.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,spanish,1644,79.73,164.4,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,chinese,17.0,chinese,11.0,164.4
Census Tract 399.02,New York,Queens County,25,1804,1107,6,0,72,271,0,0,336,18.6,442,24.5,1026,56.9,1763,73557,36081039902,70957.21093195926,71939353.30816911,0,12,0.0,17.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,spanish,1107,61.36,110.7,0.0,0.0,0.0,0.0,15.94,0.0,0.0,0.0,chinese,17.0,chinese,15.94,110.7
Census Tract 400,New York,Queens County,29,1454,78,61,0,0,0,0,54,1236,85.0,85,5.8,133,9.1,1764,73558,36081040000,54351.56830631529,67973006.14043416,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,spanish,78,5.36,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,3.0,spanish,26.0,26.0
Census Tract 401.01,New York,Queens County,24,2666,2084,0,0,0,306,0,42,177,6.6,873,32.7,1616,60.6,1765,73559,36081040101,51711.70369903236,63957213.76227921,57,0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,43.0,0.0,0.0,spanish,2084,78.17,48.47,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,spanish,43.0,spanish,48.47,48.47
Census Tract 401.02,New York,Queens County,24,4481,3773,0,0,0,244,46,0,301,6.7,1462,32.6,2718,60.7,1766,73560,36081040102,51711.70369903236,63957213.76227921,33,84,0.0,3.0,0.0,0.0,0.0,0.0,2.0,43.0,0.0,0.0,spanish,3773,84.2,87.74,0.0,0.0,0.0,0.0,81.33,0.0,0.0,0.0,spanish,43.0,chinese,81.33,87.74
Census Tract 402,New York,Queens County,29,1686,124,0,0,0,0,0,53,1485,88.1,129,7.7,72,4.3,1767,73561,36081040200,54351.56830631529,67973006.14043416,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,spanish,124,7.35,41.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,3.0,spanish,41.33,41.33
Census Tract 403.01,New York,Queens County,24,2498,1716,0,0,0,144,0,0,88,3.5,1015,40.6,1395,55.8,1768,73562,36081040301,51711.70369903236,63957213.76227921,84,466,0.0,3.0,0.0,0.0,0.0,0.0,2.0,43.0,0.0,0.0,spanish,1716,68.69,39.91,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,spanish,43.0,spanish,39.91,39.91
Census Tract 403.02,New York,Queens County,24,3601,2946,0,0,0,273,0,0,221,6.1,1169,32.5,2211,61.4,1769,73563,36081040302,51711.70369903236,63957213.76227921,99,62,0.0,3.0,0.0,0.0,0.0,0.0,2.0,43.0,0.0,0.0,spanish,2946,81.81,68.51,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,spanish,43.0,spanish,68.51,68.51
Census Tract 404,New York,Queens County,29,3834,317,300,0,0,8,16,64,2908,75.8,357,9.3,569,14.8,1770,73564,36081040400,54351.56830631529,67973006.14043416,221,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,spanish,317,8.27,105.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,3.0,spanish,105.67,105.67
Census Tract 405.01,New York,Queens County,24,970,795,0,0,0,5,0,0,132,13.6,254,26.2,584,60.2,1771,73565,36081040501,51711.70369903236,63957213.76227921,38,0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,43.0,0.0,0.0,spanish,795,81.96,18.49,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,spanish,43.0,chinese,1.67,18.49
Census Tract 405.02,New York,Queens County,24,1865,1549,0,0,0,86,0,0,230,12.3,793,42.5,842,45.1,1772,73566,36081040502,51711.70369903236,63957213.76227921,0,0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,43.0,0.0,0.0,spanish,1549,83.06,36.02,0.0,0.0,0.0,0.0,28.67,0.0,0.0,0.0,spanish,43.0,chinese,28.67,36.02
